,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_leaf_nodes,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
21,0.17841501235961915,0.014989659721271795,0.012000131607055663,0.001095540001011691,gini,15,100,3,"{'criterion': 'gini', 'max_depth': 15, 'max_leaf_nodes': 100, 'min_samples_split': 3}",0.8146067415730337,0.8146067415730337,0.8707865168539326,0.8258426966292135,0.864406779661017,0.8380498952580462,0.02455422715829527,28,0.9676511954992968,0.9789029535864979,0.960618846694796,0.9592123769338959,0.9634831460674157,0.9659737037563805,0.00707915802719018
22,0.1692657470703125,0.0206227035698033,0.010525751113891601,0.005643902382630638,gini,15,100,5,"{'criterion': 'gini', 'max_depth': 15, 'max_leaf_nodes': 100, 'min_samples_split': 5}",0.8089887640449438,0.8202247191011236,0.8820224719101124,0.8258426966292135,0.864406779661017,0.8402970862692822,0.027979726469080275,19,0.9592123769338959,0.9704641350210971,0.9507735583684951,0.9423347398030942,0.949438202247191,0.9544446024747547,0.009638946812714457
23,0.17315373420715333,0.013965439690111374,0.01485271453857422,0.0020336234140038833,gini,15,100,7,"{'criterion': 'gini', 'max_depth': 15, 'max_leaf_nodes': 100, 'min_samples_split': 7}",0.8146067415730337,0.8202247191011236,0.8764044943820225,0.8258426966292135,0.8587570621468926,0.8391671427664571,0.02412448914541579,25,0.9353023909985936,0.9437412095639943,0.9338959212376934,0.929676511954993,0.9339887640449438,0.9353209595600436,0.00461662696776091
24,0.16001691818237304,0.012850615137502713,0.012451505661010743,0.00262051585267407,gini,20,40,3,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 40, 'min_samples_split': 3}",0.8033707865168539,0.8370786516853933,0.8764044943820225,0.8089887640449438,0.8531073446327684,0.8357900082523964,0.02727782928969142,42,0.9170182841068917,0.9268635724331927,0.9212376933895922,0.9071729957805907,0.9044943820224719,0.9153573855465478,0.008422802650333312
25,0.1589372158050537,0.012684565676439476,0.012525701522827148,0.002399855213362516,gini,20,40,5,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 40, 'min_samples_split': 5}",0.8202247191011236,0.8370786516853933,0.8539325842696629,0.8146067415730337,0.8361581920903954,0.8324001777439218,0.013888869536208236,64,0.9156118143459916,0.9324894514767933,0.9156118143459916,0.9029535864978903,0.9058988764044944,0.9145131086142323,0.01032851160045663
26,0.17298531532287598,0.021024032613265242,0.011199855804443359,0.0007477169672755124,gini,20,40,7,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 40, 'min_samples_split': 7}",0.797752808988764,0.8370786516853933,0.8820224719101124,0.8089887640449438,0.8361581920903954,0.8324001777439218,0.029144184056534725,64,0.9170182841068917,0.9254571026722925,0.909985935302391,0.8973277074542897,0.9002808988764045,0.9100139856824538,0.010423295828678488
27,0.1999974727630615,0.013072313393610301,0.012201499938964844,0.0013281352771733275,gini,20,60,3,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 60, 'min_samples_split': 3}",0.8314606741573034,0.8146067415730337,0.8539325842696629,0.8146067415730337,0.864406779661017,0.8358027042468101,0.020318841367455466,39,0.9367088607594937,0.9465541490857946,0.9324894514767933,0.9268635724331927,0.9311797752808989,0.9347591618072346,0.006681720966313108
28,0.1851273536682129,0.01924731312491241,0.01302947998046875,0.004561955508560199,gini,20,60,5,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 60, 'min_samples_split': 5}",0.8146067415730337,0.8258426966292135,0.8595505617977528,0.8033707865168539,0.8700564971751412,0.8346854567383991,0.025812174380764406,47,0.9282700421940928,0.9451476793248945,0.929676511954993,0.9127988748241913,0.9241573033707865,0.9280100823337916,0.010418891851619731
29,0.18780531883239746,0.016762183476693965,0.011401987075805664,0.0012004464678541692,gini,20,60,7,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 60, 'min_samples_split': 7}",0.8033707865168539,0.8314606741573034,0.8707865168539326,0.8370786516853933,0.847457627118644,0.8380308512664254,0.02194170335584917,31,0.9212376933895922,0.9409282700421941,0.919831223628692,0.9184247538677919,0.9143258426966292,0.9229495567249799,0.009281496586868047
30,0.18541626930236815,0.020255006687685383,0.012800645828247071,0.0021361456070801755,gini,20,80,3,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 80, 'min_samples_split': 3}",0.8146067415730337,0.8202247191011236,0.8764044943820225,0.8258426966292135,0.864406779661017,0.840297086269282,0.025127058523734147,21,0.9521800281293952,0.960618846694796,0.9423347398030942,0.9423347398030942,0.9438202247191011,0.948257715829896,0.007183824989801842
31,0.1829862117767334,0.019537701433227323,0.011816120147705078,0.0024288023867599846,gini,20,80,5,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 80, 'min_samples_split': 5}",0.8089887640449438,0.8258426966292135,0.8764044943820225,0.8314606741573034,0.8531073446327684,0.8391607947692503,0.02336071252113977,27,0.9437412095639943,0.9549929676511955,0.9409282700421941,0.9324894514767933,0.9311797752808989,0.9406663348030152,0.008621277238658884
32,0.18124475479125976,0.019882578525334704,0.011801433563232423,0.0009802895652442785,gini,20,80,7,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 80, 'min_samples_split': 7}",0.8202247191011236,0.8146067415730337,0.8651685393258427,0.8202247191011236,0.8531073446327684,0.8346664127467784,0.020444867976964976,49,0.9338959212376934,0.9493670886075949,0.9310829817158931,0.919831223628692,0.925561797752809,0.9319478025885365,0.009955572814045388
33,0.18361330032348633,0.018316631002967643,0.011400604248046875,0.0011998337010141078,gini,20,100,3,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 100, 'min_samples_split': 3}",0.8089887640449438,0.8202247191011236,0.8764044943820225,0.8314606741573034,0.864406779661017,0.8402970862692822,0.02586973281389873,19,0.9676511954992968,0.980309423347398,0.960618846694796,0.9634317862165963,0.9662921348314607,0.9676606773179095,0.006772513167679864
34,0.17348170280456543,0.017815096033526757,0.01092514991760254,0.005949812630644617,gini,20,100,5,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 100, 'min_samples_split': 5}",0.8202247191011236,0.8146067415730337,0.8651685393258427,0.8202247191011236,0.8531073446327684,0.8346664127467784,0.020444867976964976,49,0.9592123769338959,0.9718706047819972,0.9507735583684951,0.9535864978902954,0.9508426966292135,0.9572571469207792,0.007925046781301095
35,0.18097243309020997,0.017774029994859768,0.011000442504882812,0.005621582607748109,gini,20,100,7,"{'criterion': 'gini', 'max_depth': 20, 'max_leaf_nodes': 100, 'min_samples_split': 7}",0.8146067415730337,0.8370786516853933,0.8876404494382022,0.8202247191011236,0.847457627118644,0.8414016377832795,0.025922265590339395,17,0.9338959212376934,0.9493670886075949,0.9381153305203939,0.9282700421940928,0.9311797752808989,0.9361656315681348,0.0073543248967354894
36,0.1951014518737793,0.030544619457946093,0.011725997924804688,0.002087642023010319,gini,30,40,3,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 40, 'min_samples_split': 3}",0.8089887640449438,0.8314606741573034,0.8651685393258427,0.8033707865168539,0.847457627118644,0.8312892782327175,0.023177594039088676,67,0.9156118143459916,0.9226441631504922,0.919831223628692,0.8945147679324894,0.8974719101123596,0.910014775834005,0.01170268889493861
37,0.15701541900634766,0.008169316490801298,0.011802101135253906,0.0017224858739821412,gini,30,40,5,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 40, 'min_samples_split': 5}",0.8370786516853933,0.8314606741573034,0.8651685393258427,0.8146067415730337,0.8418079096045198,0.8380245032692185,0.016391966981602064,32,0.9142053445850914,0.9310829817158931,0.9170182841068917,0.8973277074542897,0.9002808988764045,0.9119830433477141,0.012221448141175938
38,0.16481466293334962,0.00984835824043604,0.010799217224121093,0.0015991700962071564,gini,30,40,7,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 40, 'min_samples_split': 7}",0.8146067415730337,0.8370786516853933,0.8651685393258427,0.8089887640449438,0.847457627118644,0.8346600647495717,0.020792044808616118,52,0.9156118143459916,0.9226441631504922,0.9127988748241913,0.8973277074542897,0.9030898876404494,0.9102944894830829,0.009023348083932948
39,0.16341257095336914,0.009435746678708992,0.011799287796020509,0.0014701910769159621,gini,30,60,3,"{'criterion': 'gini', 'max_depth': 30, 'max_leaf_nodes': 60, 'min_samples_split': 3}",0.8202247191011236,0.8146067415730337,0.8820224719101124,0.8202247191011236,0.8418079096045198,0.8357773122579826,0.024927664417425905,46,0.9338959212376934,0.9437412095639943,0.9353023909985936,0.9282700421940928,0.9297752808988764,0.9341969689786502,0.005423742296970944
